500 123 1 0,0.00416751,0.00447491,0.00412585,0.00378766,0.00464113,0.00496716,0.00444643,0.00613781,0.00406691,0.00391617 ,
1000 123 1 0,0.0067224,0.0076106,0.00835714,0.00600363,0.00720316,0.00912363,0.00809073,0.00935512,0.00809808,0.00718762 ,
1500 123 1 0,0.00894734,0.00924311,0.00953401,0.00815789,0.00935739,0.0101587,0.0107791,0.00880919,0.00980385,0.0091181 ,
2000 123 1 -0.081,0.0105281,0.0114523,0.0160918,0.0110699,0.0105576,0.0117827,0.012088,0.0100548,0.011286,0.0117695 ,
2500 123 1 0,0.0115457,0.0134714,0.019034,0.0125045,0.0122946,0.0126211,0.0139103,0.0115141,0.0139963,0.0118706 ,
3000 123 1 0,0.0130018,0.0163265,0.0222721,0.0134401,0.0144078,0.0139755,0.0138422,0.0174505,0.0146343,0.0125512 ,
3500 123 1 0,0.0148233,0.0146375,0.0233231,0.0133303,0.0161043,0.0138793,0.014472,0.0205336,0.0152401,0.0137555 ,
4000 123 1 0,0.0154549,0.0165329,0.024017,0.0110426,0.0170395,0.0157167,0.016312,0.0217138,0.0166929,0.0151986 ,
4500 123 1 0,0.0169961,0.0152502,0.024432,0.0138358,0.0183005,0.0155206,0.0168192,0.0208057,0.0186939,0.0163031 ,
5000 123 1 0,0.0178652,0.0142643,0.0266701,0.0149855,0.0202269,0.016293,0.016495,0.0199594,0.0183318,0.0169724 ,
5500 123 1 0,0.0185686,0.0158558,0.0261054,0.014323,0.0202046,0.0163857,0.0167608,0.0219841,0.0178643,0.0184797 ,
6000 123 1 -0.039,0.0188932,0.0150311,0.024068,0.0127895,0.0193747,0.0154926,0.0171073,0.0224664,0.0171256,0.0181813 ,
6500 123 1 -0.083,0.0181503,0.0162954,0.0249558,0.011382,0.0199886,0.0160338,0.0171757,0.0235724,0.0200862,0.0170712 ,
7000 123 1 0,0.017557,0.017,0.0356463,0.014304,0.0183169,0.0159205,0.0187389,0.0193269,0.0171989,0.0190476 ,
7500 123 1 0,0.017643,0.0160382,0.0308401,0.0132849,0.0181265,0.017302,0.0176175,0.0174611,0.0158918,0.0176104 ,
8000 123 1 0,0.018399,0.0177534,0.032932,0.0124338,0.0173421,0.0186645,0.0190315,0.0145071,0.0191916,0.0174734 ,
8500 123 1 0,0.0177539,0.0160163,0.0218571,0.0101842,0.0186228,0.0155599,0.0189353,0.0183763,0.0196104,0.0177871 ,
9000 123 1 0,0.0175727,0.0156042,0.0216531,0.0115672,0.0182877,0.0161069,0.0196752,0.0156731,0.018231,0.0172994 ,
9500 123 1 0,0.0197819,0.017882,0.0177415,0.0108966,0.0199036,0.0169569,0.0189512,0.0168304,0.017143,0.0170795 ,
10000 123 1 0,0.0184284,0.018424,0.0162313,0.0120762,0.018305,0.0154932,0.0184341,0.0185035,0.0161989,0.0191031 ,
10500 123 1 0,0.0182237,0.0164254,0.0194082,0.0129174,0.019001,0.0174897,0.0175389,0.0172739,0.0179111,0.0190905 ,
11000 123 1 0,0.0166977,0.0189491,0.0157925,0.0157822,0.017872,0.0173042,0.0180609,0.0149806,0.01833,0.0190343 ,
11500 123 1 0,0.0168179,0.0190092,0.0142789,0.0150971,0.0180099,0.0174279,0.0174296,0.0157085,0.0189478,0.0177182 ,
12000 123 1 0,0.0164035,0.0200572,0.0150374,0.0177804,0.0190331,0.018339,0.0172684,0.0185159,0.0175775,0.0179458 ,
12500 123 1 0,0.0173347,0.0175901,0.0146599,0.0163875,0.0196841,0.0183242,0.0176166,0.0191996,0.0214051,0.0170542 ,
13000 123 1 0,0.0180113,0.0178537,0.0136803,0.0152541,0.020392,0.0187981,0.0180236,0.0183392,0.0219936,0.016316 ,
13500 123 1 -0.142,0.0178971,0.0173187,0.0134728,0.0179973,0.0220386,0.018207,0.0178656,0.0226078,0.0208057,0.0166583 ,
14000 123 1 -0.299,0.0173517,0.0195986,0.0107415,0.0156225,0.020388,0.0185596,0.0186479,0.0240212,0.0201613,0.0166999 ,
14500 123 1 0,0.0158536,0.0187265,0.0127109,0.0148131,0.0196149,0.019811,0.0189742,0.0226996,0.0173923,0.0183596 ,
15000 123 1 0,0.0162746,0.0169555,0.0172313,0.0162332,0.0199609,0.0198567,0.0193738,0.0236413,0.0153171,0.0183633 ,
15500 123 1 0,0.0166555,0.0174975,0.012949,0.018726,0.0207034,0.0210512,0.0183184,0.023106,0.0139881,0.0194405 ,
16000 123 1 0,0.0178771,0.0164721,0.0158061,0.0201479,0.0215477,0.0190306,0.0193972,0.0240883,0.0158607,0.0180902 ,
16500 123 1 0,0.018529,0.0156622,0.0131837,0.0224047,0.0198997,0.0181764,0.0197904,0.0231608,0.0177764,0.0180569 ,
17000 123 1 0,0.0179087,0.0158523,0.0170578,0.0191788,0.021131,0.0159936,0.0174232,0.0254859,0.0183859,0.0169022 ,
17500 123 1 0,0.0189869,0.0155286,0.016983,0.0194238,0.0222882,0.0164392,0.017728,0.0224965,0.0171705,0.0176008 ,
18000 123 1 0,0.0191247,0.0162473,0.0176973,0.0173348,0.0220277,0.0162733,0.0182801,0.0196007,0.0176297,0.0180782 ,
18500 123 1 0,0.018596,0.0159428,0.0192075,0.017931,0.0189985,0.0176304,0.0177512,0.0174329,0.0199762,0.0185299 ,
19000 123 1 -0.001,0.0177156,0.0159173,0.0212483,0.0185608,0.0203292,0.0192283,0.0183193,0.0169629,0.0174152,0.0184597 ,
19500 123 1 -0.017,0.0187864,0.0175781,0.0204864,0.017225,0.0194241,0.0193651,0.0171436,0.0161219,0.0175225,0.0185985 ,
20000 123 1 0,0.0192925,0.0178827,0.0225204,0.0198285,0.020089,0.0176297,0.0161617,0.0160901,0.0177883,0.0185592 ,
20500 123 1 0,0.0184177,0.0198565,0.0173435,0.0180799,0.0182818,0.017756,0.0167781,0.0157633,0.0189817,0.0172535 ,
21000 123 1 0,0.0186959,0.0196834,0.0195544,0.0162931,0.0196535,0.017331,0.0170967,0.0174558,0.020473,0.0179461 ,
21500 123 1 -0.004,0.017909,0.0188233,0.0182993,0.0162541,0.0202343,0.0174237,0.0164967,0.0165583,0.0200678,0.0208909 ,
22000 123 1 0,0.02023,0.0175088,0.0107993,0.0177296,0.0208774,0.0178477,0.0168279,0.0175724,0.0193767,0.0201104 ,
22500 123 1 0,0.0187754,0.0183852,0.0125068,0.017441,0.0197464,0.0169968,0.0169602,0.0194982,0.0210101,0.0200146 ,
23000 123 1 0,0.018972,0.0179392,0.010983,0.0174673,0.0205922,0.0170567,0.018321,0.0207792,0.021406,0.0187056 ,
23500 123 1 0,0.0191089,0.0167378,0.0196122,0.0179873,0.0219773,0.0166677,0.0182072,0.0204152,0.0211485,0.0191856 ,
24000 123 1 0,0.0190458,0.0150424,0.0253741,0.0148475,0.0234508,0.0177646,0.0178599,0.0200972,0.0199542,0.0198453 ,
24500 123 1 0,0.0180592,0.0149887,0.0224082,0.0126996,0.0207286,0.0183361,0.0189832,0.0224717,0.0195564,0.0201075 ,
25000 123 1 0,0.0176611,0.0143816,0.0193435,0.0137595,0.0201443,0.0202882,0.0191421,0.0228657,0.01811,0.0183839 ,
25500 123 1 0,0.017596,0.0146099,0.017568,0.0159437,0.0200015,0.0205741,0.0181934,0.0253286,0.0184097,0.0184385 ,
26000 123 1 0,0.0167748,0.0154057,0.0160578,0.0159719,0.0200776,0.0201169,0.018705,0.0267226,0.0198451,0.0179677 ,
26500 123 1 0,0.0182321,0.0168261,0.0146735,0.0164102,0.0197899,0.0194755,0.0182635,0.0232933,0.0193721,0.0187771 ,
27000 123 1 0,0.0188974,0.0175696,0.0165374,0.0170581,0.0193104,0.019812,0.0180473,0.0220124,0.02156,0.0181534 ,
27500 123 1 0,0.0188239,0.0169717,0.0163776,0.0149728,0.0189441,0.0198709,0.0189538,0.0199488,0.0170275,0.0199042 ,
28000 123 1 -0.059,0.0186688,0.0160742,0.0141531,0.0168702,0.0176767,0.0188429,0.0188324,0.0191608,0.0158442,0.0189554 ,
28500 123 1 0,0.0184469,0.0146742,0.0146361,0.016902,0.0180114,0.0178587,0.0182654,0.0169823,0.0155995,0.0185722 ,
29000 123 1 -0.018,0.0181645,0.0163604,0.0145646,0.017216,0.0165477,0.0183406,0.0176136,0.0166025,0.0168882,0.0184348 ,
29500 123 1 0,0.0170672,0.0188064,0.0137075,0.0177214,0.0165961,0.0182225,0.0168124,0.0154064,0.0182117,0.0184521 ,
30000 123 1 0,0.0171883,0.0172481,0.0185442,0.0168784,0.0173089,0.017595,0.0160922,0.0158657,0.0183336,0.0189238 ,
30500 123 1 0,0.017687,0.0161152,0.0188878,0.0190835,0.0187978,0.0180409,0.0167485,0.0142756,0.0186508,0.0170908 ,
31000 123 1 0,0.0181154,0.0151929,0.0209286,0.0182132,0.0178463,0.0174694,0.0177269,0.0130954,0.0185509,0.0183619 ,
31500 123 1 0,0.0177813,0.0152919,0.0199932,0.0180753,0.0183421,0.0181993,0.0176262,0.016235,0.0181467,0.0180303 ,
32000 123 1 0,0.0168572,0.0148827,0.0236905,0.0164047,0.0214948,0.0175634,0.0185955,0.0112138,0.0185646,0.0190472 ,
32500 123 1 0,0.0177046,0.0149102,0.0227823,0.0153893,0.0201023,0.0200155,0.0181052,0.0141926,0.0175289,0.0183367 ,
33000 123 1 0,0.0169964,0.014964,0.017602,0.016608,0.0186535,0.019407,0.0190028,0.0133233,0.0183162,0.0193057 ,
33500 123 1 -0.004,0.0172502,0.0153555,0.018415,0.0148376,0.0191172,0.0187675,0.0184701,0.016371,0.0183098,0.0187791 ,
34000 123 1 0,0.0160012,0.0173293,0.0187109,0.013363,0.0209679,0.0189598,0.018783,0.0214452,0.017439,0.0191208 ,
34500 123 1 0,0.0173532,0.0177449,0.0233435,0.0140599,0.0178922,0.0176845,0.019105,0.0179806,0.0198103,0.0189897 ,
35000 123 1 0,0.0189589,0.0185852,0.027568,0.0158956,0.0181122,0.0186227,0.0190797,0.0161908,0.0186104,0.0182788 ,
35500 123 1 0,0.0190655,0.017265,0.0307857,0.0165336,0.0191651,0.0185203,0.0195408,0.0174912,0.0190761,0.0188626 ,
36000 123 1 0,0.0186608,0.0195901,0.032483,0.0165544,0.0194147,0.018407,0.0172731,0.0153392,0.0195041,0.0194368 ,
36500 123 1 0,0.0175647,0.0195498,0.0220408,0.0161461,0.0182971,0.0171449,0.0168386,0.0178534,0.016538,0.0186813 ,
37000 123 1 -0.004,0.0176055,0.0217491,0.0175306,0.0172368,0.0160222,0.0162106,0.0171127,0.0159099,0.0156361,0.0202106 ,
37500 123 1 0,0.0166409,0.021506,0.0116973,0.019323,0.0161784,0.0171626,0.0172115,0.0181307,0.0164803,0.0194784 ,
38000 123 1 0,0.0173216,0.0214693,0.0143537,0.0169664,0.0161651,0.0188551,0.0172616,0.0190848,0.0170889,0.019319 ,
38500 123 1 0,0.0172273,0.0206184,0.0141429,0.0162232,0.0156555,0.0199337,0.0166209,0.0166148,0.0167177,0.0194787 ,
39000 123 1 0,0.0188045,0.0208912,0.0154932,0.015147,0.0160821,0.0200293,0.0172658,0.0197297,0.0169276,0.0165113 ,
39500 123 1 0,0.0196575,0.0206495,0.0155136,0.0166434,0.013959,0.0201143,0.0182605,0.0181608,0.0193034,0.016183 ,
40000 123 1 0,0.0194808,0.0210141,0.0167755,0.0179592,0.0141033,0.0181153,0.0192869,0.0192615,0.0201201,0.0154408 ,
40500 123 1 -0.011,0.0203615,0.020653,0.0149048,0.0148866,0.015308,0.0184408,0.0195994,0.021235,0.0205784,0.0153563 ,
41000 123 1 0,0.0195939,0.0202827,0.012415,0.016922,0.0156214,0.0173377,0.0193416,0.024682,0.0186975,0.0157668 ,
41500 123 1 0,0.0197664,0.020311,0.00988435,0.0167495,0.0166174,0.0170177,0.0192277,0.0210883,0.0179423,0.015677 ,
42000 123 1 0,0.0189759,0.019318,0.00934354,0.0165209,0.0177825,0.0157717,0.0177574,0.0217314,0.0166664,0.01598 ,
42500 123 1 0,0.0190057,0.0197618,0.00997279,0.0183566,0.0170188,0.0157975,0.0174471,0.018894,0.0178616,0.0172029 ,
43000 123 1 -0.008,0.0192859,0.0194622,0.0151633,0.019265,0.0174661,0.0160586,0.0175866,0.0153922,0.0191201,0.0166906 ,
43500 123 1 -0.001,0.018717,0.0187018,0.0179048,0.0193838,0.0166327,0.0155119,0.0182428,0.0151572,0.0183428,0.0174242 ,
44000 123 1 0,0.0194231,0.0172049,0.018602,0.0205254,0.0170465,0.0170496,0.0179695,0.0167686,0.0166783,0.0182129 ,
44500 123 1 0,0.0207667,0.0162629,0.0168605,0.0227967,0.0158072,0.0186919,0.0171798,0.0138057,0.0170257,0.0184082 ,
45000 123 1 0,0.0198703,0.0173555,0.0161293,0.0190844,0.018085,0.0182067,0.0175604,0.0145106,0.0156847,0.0186923 ,
45500 123 1 0,0.0189042,0.0177208,0.0182347,0.0191942,0.0189323,0.0169816,0.018453,0.0178392,0.0151366,0.0180083 ,
46000 123 1 -0.175,0.0193445,0.0149965,0.0151973,0.0185826,0.0191335,0.0163216,0.0187768,0.0139558,0.016615,0.0171154 ,
46500 123 1 -0.203,0.0183579,0.0137866,0.0175238,0.0185708,0.018347,0.0154459,0.0190931,0.0154876,0.017549,0.0182661 ,
47000 123 1 -0.082,0.0189619,0.0154572,0.0193605,0.0192405,0.020129,0.0159379,0.0195453,0.0134594,0.0184125,0.0174468 ,
47500 123 1 0,0.0187224,0.0151343,0.0158605,0.0202359,0.0196673,0.0171433,0.0194243,0.0175088,0.0182447,0.0183955 ,
48000 123 1 -0.001,0.017496,0.015817,0.0137687,0.0192514,0.0198591,0.0182585,0.017629,0.0181678,0.0169578,0.0192721 ,
48500 123 1 0,0.0181556,0.0159527,0.0184286,0.0165127,0.0209565,0.0176703,0.0175065,0.0168569,0.0172906,0.0183476 ,
49000 123 1 0,0.0177209,0.0166106,0.0153537,0.0175771,0.0218403,0.0165045,0.016617,0.0199523,0.0183318,0.01835 ,
49500 123 1 0,0.0175216,0.0158643,0.0138231,0.0165644,0.021696,0.0173381,0.0173574,0.0186625,0.018033,0.0196228 ,
50000 123 1 0,0.0178721,0.016118,0.0163299,0.0174936,0.0188932,0.0177102,0.0172045,0.0168587,0.0177498,0.019675 ,
